dataset,DOI,AuthorYear,SDG_theme,ancillary,classification_type,indices,RS_spatital_resolution_m,model_group,Confusion_matrix,RS_device_group,RS_device_type,Publication.Year,number_classes,fraction_majority_class,total,OA_reported,globalCitationsCount,RS_spatital_res_grouped,journal,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872947142&partnerID=40&md5=fe72dd1d144776fc931c446a49b93cc3,"Samadzadegan F., Hasani H., Schenk T.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2012,NR,NR,,54,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-38949149377&partnerID=40&md5=6cb7634a55988a43da169a9d130ada1c,"Watanachaturaporn P., Arora M.K., Varshney P.K.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2008,NR,NR,,96.8,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84455200427&partnerID=40&md5=fc56e2bb25677f285c4aaf394c6cdb76,"Duro D.C., Franklin S.E., Dube M.G.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2012,NR,NR,,87.6,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-79954605076&partnerID=40&md5=4687b9121dd214818d9daeccec789d38,"Huang L., Li Z., Tian B.-S., Chen Q., Liu J.-L., Zhang R.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2011,NR,NR,,83.2,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-36348953996&partnerID=40&md5=8cda5c1865ca76b04b2ac593aa65abbe,"Zhong Y., Zhang L., Gong J., Li P.",NR,NR,CHECK,NR,NR,MD,NR,CHECK,CHECK,2007,NR,NR,,79.3,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951777296&partnerID=40&md5=002c0f05c673ee9c377b8518725ea7db,"Qing J., Huo H., Fang T.",NR,NR,CHECK,NR,NR,MD,NR,CHECK,CHECK,2010,NR,NR,,80.6,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872947142&partnerID=40&md5=fe72dd1d144776fc931c446a49b93cc3,"Samadzadegan F., Hasani H., Schenk T.",NR,NR,CHECK,NR,NR,MD,NR,CHECK,CHECK,2012,NR,NR,,41,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84869875895&partnerID=40&md5=8627787b871cf17a4bbc7d78ad82fa08,"Cerra D., Muller R., Reinartz P.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2012,NR,NR,,81.4,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-79959778762&partnerID=40&md5=b173c3ca9431b15ef27ebb54a3898ed5,"McGwire K.C., Minor T.B., Schultz B.W.",NR,NR,CHECK,NR,NR,SVM,NR,CHECK,CHECK,2011,NR,NR,,88.1,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84859767402&partnerID=40&md5=f95d12aec6577a711773db33d2243a72,"Bagan H., Kinoshita T., Yamagata Y.",NR,NR,CHECK,NR,NR,SS,NR,CHECK,CHECK,2012,NR,NR,,77.9,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84861338885&partnerID=40&md5=5e47c15c0f4a2041a64e366da84c8b1c,"Sami Ul Haq Q., Tao L., Sun F., Yang S.",NR,NR,CHECK,NR,NR,SS,NR,CHECK,CHECK,2012,NR,NR,,64.5,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-80053571096&partnerID=40&md5=6a8c16a1ab3002e6027e346895cc7e50,"Chen Y., Nasrabadi N.M., Tran T.D.",NR,NR,CHECK,NR,NR,SS,NR,CHECK,CHECK,2011,NR,NR,,83,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650571674&partnerID=40&md5=26b9a6832fb98064d5a6583a231609f7,"Bagan H., Yamagata Y.",NR,NR,CHECK,NR,NR,SS,NR,CHECK,CHECK,2010,NR,NR,,87.6,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-82155191285&partnerID=40&md5=a4ec09b1ad2f9d829b75dd4cbd3c359e,"Villa A., Benediktsson J.A., Chanussot J., Jutten C.",NR,NR,CHECK,NR,NR,DA,NR,CHECK,CHECK,2011,NR,NR,,84.6,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-20444432773&partnerID=40&md5=e4a3c56dad0c19b1b09644ef5582d838,"Camps-Valls G., Bruzzone L.",NR,NR,CHECK,NR,NR,DA,NR,CHECK,CHECK,2005,NR,NR,,91.1,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-3042654673&partnerID=40&md5=cf6058f30700306bb49cec40331fc429,"Foody G.M., Mathur A.",NR,NR,CHECK,NR,NR,DA,NR,CHECK,CHECK,2004,NR,NR,,88.9,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650132025&partnerID=40&md5=493decc3229bba3e6ed8001bc630e247,"Sluiter R., Pebesma E.J.",NR,NR,CHECK,NR,NR,DA,NR,CHECK,CHECK,2010,NR,NR,,54.7,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-40349100592&partnerID=40&md5=5f36ac967a00e4886f2d619b1de361a2,Foody G.M.,NR,NR,CHECK,NR,NR,DA,NR,CHECK,CHECK,2008,NR,NR,,90,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34547111054&partnerID=40&md5=cdd93988ab02152815c5d5dcbf5d8f05,"Foody G.M., Boyd D.S., Sanchez-Hernandez C.",NR,NR,CHECK,NR,NR,DA,NR,CHECK,CHECK,2007,NR,NR,,81.2,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33947423832&partnerID=40&md5=ab3ee4447968bfaeec90ecb626404ee1,"Dash J., Mathur A., Foody G.M., Curran P.J., Chipman J.W., Lillesand T.M.",NR,NR,CHECK,NR,NR,DA,NR,CHECK,CHECK,2007,NR,NR,,61.3,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33747107396&partnerID=40&md5=e4a28a3fe81978be65330805832a7b9b,"Boyd D., Sanchez-Hernandez C., Foody G.",NR,NR,CHECK,NR,NR,DA,NR,CHECK,CHECK,2006,NR,NR,,81.2,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872947142&partnerID=40&md5=fe72dd1d144776fc931c446a49b93cc3,"Samadzadegan F., Hasani H., Schenk T.",NR,NR,CHECK,NR,NR,DA,NR,CHECK,CHECK,2012,NR,NR,,71,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-36348953996&partnerID=40&md5=8cda5c1865ca76b04b2ac593aa65abbe,"Zhong Y., Zhang L., Gong J., Li P.",NR,NR,CHECK,NR,NR,PP,NR,CHECK,CHECK,2007,NR,NR,,60.5,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951777296&partnerID=40&md5=002c0f05c673ee9c377b8518725ea7db,"Qing J., Huo H., Fang T.",NR,NR,CHECK,NR,NR,PP,NR,CHECK,CHECK,2010,NR,NR,,77.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84867527608&partnerID=40&md5=0762927d24dea69a766bf46f7fcb64df,"Dalponte M., Orka H.O., Gobakken T., Gianelle D., Naesset E.",NR,NR,CHECK,NR,NR,RF,NR,CHECK,CHECK,2012,NR,NR,,82.2,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77953871614&partnerID=40&md5=573369f7fc90c1ec71437ae5afb1112e,"Waske B., Van Der Linden S., Benediktsson J.A., Rabe A., Hostert P.",NR,NR,CHECK,NR,NR,RF,NR,CHECK,CHECK,2010,NR,NR,,76.5,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-45849101525&partnerID=40&md5=2ac0ba5125e846adb903e98155d647d3,"Waske B., Van Der Linden S.",NR,NR,CHECK,NR,NR,RF,NR,CHECK,CHECK,2008,NR,NR,,68.8,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-36349007145&partnerID=40&md5=2fa12759776cd30e8b9c592b339b4f1f,"Waske B., Benediktsson J.A.",NR,NR,CHECK,NR,NR,RF,NR,CHECK,CHECK,2007,NR,NR,,66.3,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77954666931&partnerID=40&md5=717ef5d167b7d6eafb9a4426b5189401,"Sesnie S.E., Finegan B., Gessler P.E., Smith A.M.S., Zayra R.B., Thessler S.",NR,NR,CHECK,NR,NR,RF,NR,CHECK,CHECK,2010,NR,NR,,65.3,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650132025&partnerID=40&md5=493decc3229bba3e6ed8001bc630e247,"Sluiter R., Pebesma E.J.",NR,NR,CHECK,NR,NR,RF,NR,CHECK,CHECK,2010,NR,NR,,55.8,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-13344278660&partnerID=40&md5=b89b4d9dd425e13eb5ac8e63cf3e13b4,Pal M.,NR,NR,CHECK,NR,NR,RF,NR,CHECK,CHECK,2005,NR,NR,,88.4,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84859928062&partnerID=40&md5=5d90eeb9cb9addc7273487c881ffbfed,"Dalponte M., Bruzzone L., Gianelle D.",NR,NR,CHECK,NR,NR,RF,NR,CHECK,CHECK,2012,NR,NR,,75.3,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84455200427&partnerID=40&md5=fc56e2bb25677f285c4aaf394c6cdb76,"Duro D.C., Franklin S.E., Dube M.G.",NR,NR,CHECK,NR,NR,RF,NR,CHECK,CHECK,2012,NR,NR,,89.7,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872947142&partnerID=40&md5=fe72dd1d144776fc931c446a49b93cc3,"Samadzadegan F., Hasani H., Schenk T.",NR,NR,CHECK,NR,NR,MD,NR,CHECK,CHECK,2012,NR,NR,,41,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-4143062534&partnerID=40&md5=15d651c2fad2ec6c501c0fb464e6166b,"Lu D., Mausel P., Batistella M., Moran E.",NR,NR,CHECK,NR,NR,MD,NR,CHECK,CHECK,2004,NR,NR,,77.2,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-3042654673&partnerID=40&md5=cf6058f30700306bb49cec40331fc429,"Foody G.M., Mathur A.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2004,NR,NR,,83.7,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650132025&partnerID=40&md5=493decc3229bba3e6ed8001bc630e247,"Sluiter R., Pebesma E.J.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2010,NR,NR,,51.3,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-40349100592&partnerID=40&md5=5f36ac967a00e4886f2d619b1de361a2,Foody G.M.,NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2008,NR,NR,,90.3,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34547111054&partnerID=40&md5=cdd93988ab02152815c5d5dcbf5d8f05,"Foody G.M., Boyd D.S., Sanchez-Hernandez C.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2007,NR,NR,,91.6,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33747107396&partnerID=40&md5=e4a28a3fe81978be65330805832a7b9b,"Boyd D., Sanchez-Hernandez C., Foody G.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2006,NR,NR,,91.6,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0033589469&partnerID=40&md5=927ea394abdf12babad1234c7226c43b,"Cortijo F.J., Perez De La Blanca N.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,1999,NR,NR,,71.5,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-3643128070&partnerID=40&md5=b8ba7b14e096c93cd171aead3cb2c799,"Cortijo F.J., De La Ferez Blanca N.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,1998,NR,NR,,71.5,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872947142&partnerID=40&md5=fe72dd1d144776fc931c446a49b93cc3,"Samadzadegan F., Hasani H., Schenk T.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2012,NR,NR,,54,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33645115494&partnerID=40&md5=2424b472e556d446690add5541dbeb46,"Carreiras J.M.B., Pereira J.M.C., Campagnolo M.L., Shimabukuro Y.E.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2006,NR,NR,,90.3,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-41549156538&partnerID=40&md5=9c52eef39e3e5aff07ededf0a1eb9ab5,Pal M.,NR,NR,CHECK,NR,NR,IS,NR,CHECK,CHECK,2008,NR,NR,,83.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650903054&partnerID=40&md5=b1237a520001ccb64e58be98951cef61,"Gong B., Im J., Mountrakis G.",NR,NR,CHECK,NR,NR,IS,NR,CHECK,CHECK,2011,NR,NR,,62.7,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-36349007145&partnerID=40&md5=2fa12759776cd30e8b9c592b339b4f1f,"Waske B., Benediktsson J.A.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2007,NR,NR,,63.2,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84863257013&partnerID=40&md5=0b0cae0e9037a30651f272cfedf140d7,"Miao X., Heaton J.S., Zheng S., Charlet D.A., Liu H.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2012,NR,NR,,86.2,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650132025&partnerID=40&md5=493decc3229bba3e6ed8001bc630e247,"Sluiter R., Pebesma E.J.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2010,NR,NR,,51.3,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037457147&partnerID=40&md5=68b41c763df7d96d100cd267adfe3814,"Chan J.C.-W., Laporte N., Defries R.S.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2003,NR,NR,,88.8,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84455200427&partnerID=40&md5=fc56e2bb25677f285c4aaf394c6cdb76,"Duro D.C., Franklin S.E., Dube M.G.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2012,NR,NR,,87.6,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33645115494&partnerID=40&md5=2424b472e556d446690add5541dbeb46,"Carreiras J.M.B., Pereira J.M.C., Campagnolo M.L., Shimabukuro Y.E.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2006,NR,NR,,90.3,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-1842431416&partnerID=40&md5=a72f114bf0ffea7dc6b4127a9f8bf34f,"Lawrence R., Bunn A., Powell S., Zambon M.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2004,NR,NR,,77,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0141569007&partnerID=40&md5=17ea7609672b4ed38db71293d38d23b3,"Pal M., Mather P.M.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2003,NR,NR,,86,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0034476942&partnerID=40&md5=0d696745de582acbdb4052ab4a3e72b2,"DeFries R.S., Chan J.C.-W.",NR,NR,CHECK,NR,NR,DT,NR,CHECK,CHECK,2000,NR,NR,,84.3,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-70449447678&partnerID=40&md5=2686dfdd0a2919c25b5c15372411b609,"Yang C., Everitt J.H., Johnson H.B.",NR,NR,CHECK,NR,NR,MD,NR,CHECK,CHECK,2009,NR,NR,,94,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34249870082&partnerID=40&md5=84233599d09276aa3cf6285e3fe6973c,"Chen X., Warner T.A., Campagna D.J.",NR,NR,CHECK,NR,NR,MD,NR,CHECK,CHECK,2007,NR,NR,,35,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-67049144634&partnerID=40&md5=6cb8ca1be1d637cce114cd21cdadd97f,"Yang C., Everitt J.H., Fletcher R.S., Jensen R.R., Mausel P.W.",NR,NR,CHECK,NR,NR,MD,NR,CHECK,CHECK,2009,NR,NR,,92.3,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-2342644217&partnerID=40&md5=7f7d4caad00c9a693320e4f6a0d6abd4,"South S., Qi J., Lusch D.P.",NR,NR,CHECK,NR,NR,MD,NR,CHECK,CHECK,2004,NR,NR,,78.8,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-84872947142&partnerID=40&md5=fe72dd1d144776fc931c446a49b93cc3,"Samadzadegan F., Hasani H., Schenk T.",NR,NR,CHECK,NR,NR,MD,NR,CHECK,CHECK,2012,NR,NR,,41,TO_DO,NR,Photogrammetric Engineering and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-36348953996&partnerID=40&md5=8cda5c1865ca76b04b2ac593aa65abbe,"Zhong Y., Zhang L., Gong J., Li P.",NR,NR,CHECK,NR,NR,PP,NR,CHECK,CHECK,2007,NR,NR,,60.5,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037934716&partnerID=40&md5=93e328359fd750666e1c1792d3cb894e,"Kaewpijit S., Moigne J.L., El-Ghazawi T.",NR,NR,CHECK,NR,NR,PP,NR,CHECK,CHECK,2003,NR,NR,,77.2,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951214670&partnerID=40&md5=55e8a027b2e6f18567e589accca28e45,"Cruz-Cardenas G., Ortiz-Solorio C.A., Ojeda-Trejo E., Martinez-Montoya J.F., Sotelo-Ruiz E.D., Licona-Vargas A.L.",NR,NR,CHECK,NR,NR,PP,NR,CHECK,CHECK,2010,NR,NR,,18,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951777296&partnerID=40&md5=002c0f05c673ee9c377b8518725ea7db,"Qing J., Huo H., Fang T.",NR,NR,CHECK,NR,NR,PP,NR,CHECK,CHECK,2010,NR,NR,,77.9,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34147122504&partnerID=40&md5=b003c356c0be0efbe27cec3d32c78345,"Zhang L., Zhong Y., Huang B., Li P.",NR,NR,CHECK,NR,NR,PP,NR,CHECK,CHECK,2007,NR,NR,,60,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34748847427&partnerID=40&md5=c17818e662de1878f1360570ba14fff0,"Agrawal A., Kumar N., Radhakrishna M.",NR,NR,CHECK,NR,NR,MD,NR,CHECK,CHECK,2007,NR,NR,,93.8,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34147122504&partnerID=40&md5=b003c356c0be0efbe27cec3d32c78345,"Zhang L., Zhong Y., Huang B., Li P.",NR,NR,CHECK,NR,NR,MD,NR,CHECK,CHECK,2007,NR,NR,,78.4,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-21444447781&partnerID=40&md5=a83924b6035d97b264866c1afb65dcfd,"Clark M.L., Roberts D.A., Clark D.B.",NR,NR,CHECK,NR,NR,SAM,NR,CHECK,CHECK,2005,NR,NR,,38.5,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-78650132025&partnerID=40&md5=493decc3229bba3e6ed8001bc630e247,"Sluiter R., Pebesma E.J.",NR,NR,CHECK,NR,NR,DA,NR,CHECK,CHECK,2010,NR,NR,,54.7,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-33645115494&partnerID=40&md5=2424b472e556d446690add5541dbeb46,"Carreiras J.M.B., Pereira J.M.C., Campagnolo M.L., Shimabukuro Y.E.",NR,NR,CHECK,NR,NR,DA,NR,CHECK,CHECK,2006,NR,NR,,89.9,TO_DO,NR,Remote Sensing of Environment,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34147122504&partnerID=40&md5=b003c356c0be0efbe27cec3d32c78345,"Zhang L., Zhong Y., Huang B., Li P.",NR,NR,CHECK,NR,NR,PP,NR,CHECK,CHECK,2007,NR,NR,,60,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-80051794605&partnerID=40&md5=8c07aa5525cb489ea4413001f7692e35,"Zhong Y., Zhang L.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2011,NR,NR,,83,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-79952070511&partnerID=40&md5=647526917abdca18185fce44fcf5a124,"Liu X., Li X., Zhang X.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2010,NR,NR,,86.7,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-36349029276&partnerID=40&md5=3ec76c234ab8ba05b790ab8b4d178ba8,"Kasapoglu N.G., Ersoy O.K.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2007,NR,NR,,64.5,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-36348953996&partnerID=40&md5=8cda5c1865ca76b04b2ac593aa65abbe,"Zhong Y., Zhang L., Gong J., Li P.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2007,NR,NR,,91.1,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34548215072&partnerID=40&md5=d0334a7d53294115d8b0c3e1cb60aedf,"Lee J., Ersoy O.K.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2007,NR,NR,,50.6,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-34249804195&partnerID=40&md5=dbbb1ddc37e2440f4db12b1967bf4aaa,"Chang Y.-L., Liang L.-S., Han C.-C., Fang J.-P., Liang W.-Y., Chen K.-S.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2007,NR,NR,,81.9,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-0041323227&partnerID=40&md5=5e718d884cffaf3076d0ba1a0151bd2c,"Del Frate F., Schiavon G., Solimini D., Borgeaud M., Hoekman D.H., Vissers M.A.M.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2003,NR,NR,,90.5,TO_DO,NR,IEEE Transactions on Geoscience and Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-82055206264&partnerID=40&md5=ce9998aad0bea5fc36f1bad9aa941f69,"Onojeghuo A.O., Blackburn G.A.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2011,NR,NR,,71,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77956647030&partnerID=40&md5=65e9e602384e8661e1696ee9b4dbc74e,"Li Z., Eastman J.R.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2010,NR,NR,,88,TO_DO,NR,International Journal of Remote Sensing,
Khatami_2011,http://www.scopus.com/inward/record.url?eid=2-s2.0-77951214670&partnerID=40&md5=55e8a027b2e6f18567e589accca28e45,"Cruz-Cardenas G., Ortiz-Solorio C.A., Ojeda-Trejo E., Martinez-Montoya J.F., Sotelo-Ruiz E.D., Licona-Vargas A.L.",NR,NR,CHECK,NR,NR,NN,NR,CHECK,CHECK,2010,NR,NR,,68,TO_DO,NR,International Journal of Remote Sensing,
